entry_id,canonical_line_id,artifact_id,sequence_surface,quantity,signs_raw,signs_canonical,groups_raw,sign_count,group_count,source_count,provenance_tags
2186,CLINE_2186,PH 31,TE RI HT,,TE RI HT,TE RI HT,TE RI HT,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2187,CLINE_2187,PH 31,TU JU MA,,TU JU MA,TU JU MA,TU JU MA,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2188,CLINE_2188,PH 31,VIN,,VIN,VIN,VIN,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2189,CLINE_2189,PH 31,VINA,,VINA,VINA,VINA,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2190,CLINE_2190,PH 31,VINA J,,VINA J,VINA J,VINA J,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2191,CLINE_2191,PH 31A,AB03 AB59 AB01,,AB03 AB59 AB01,AB03 AB59 AB01,AB03 AB59 AB01,3,3,1,http://sigla.phis.me/document/PH%2031a/index-word.html
2192,CLINE_2192,PH 31A,AB26,,AB26,AB26,AB26,1,1,1,http://sigla.phis.me/document/PH%2031a/index-word.html
2193,CLINE_2193,PH 31A,AB80 AB07,,AB80 AB07,AB80 AB07,AB80 AB07,2,2,1,http://sigla.phis.me/document/PH%2031a/index-word.html
2194,CLINE_2194,PH 31A,AB81 AB02,,AB81 AB02,AB81 AB02,AB81 AB02,2,2,1,http://sigla.phis.me/document/PH%2031a/index-word.html
2195,CLINE_2195,PH 31A,AB81 AB56 AB55,,AB81 AB56 AB55,AB81 AB56 AB55,AB81 AB56 AB55,3,3,1,http://sigla.phis.me/document/PH%2031a/index-word.html
2196,CLINE_2196,PH 31A,[?] AB08 [?],,[?] AB08 [?],[?] AB08 [?],[?] AB08 [?],3,3,1,http://sigla.phis.me/document/PH%2031a/index-word.html
2197,CLINE_2197,PH 31B,AB04 AB53,,AB04 AB53,AB04 AB53,AB04 AB53,2,2,1,http://sigla.phis.me/document/PH%2031b/index-word.html
2198,CLINE_2198,PH 31B,AB08 AB73 AB01 AB61,,AB08 AB73 AB01 AB61,AB08 AB73 AB01 AB61,AB08 AB73 AB01 AB61,4,4,1,http://sigla.phis.me/document/PH%2031b/index-word.html
2199,CLINE_2199,PH 31B,AB24,,AB24,AB24,AB24,1,1,1,http://sigla.phis.me/document/PH%2031b/index-word.html
2200,CLINE_2200,PH 31B,AB51 AB53,,AB51 AB53,AB51 AB53,AB51 AB53,2,2,1,http://sigla.phis.me/document/PH%2031b/index-word.html
2201,CLINE_2201,PH 31B,AB53 AB26 AB80 AB37,,AB53 AB26 AB80 AB37,AB53 AB26 AB80 AB37,AB53 AB26 AB80 AB37,4,4,1,http://sigla.phis.me/document/PH%2031b/index-word.html
2202,CLINE_2202,PH 31B,AB69 [?],,AB69 [?],AB69 [?],AB69 [?],2,2,1,http://sigla.phis.me/document/PH%2031b/index-word.html
2203,CLINE_2203,PH 3A,AB03 AB60,,AB03 AB60,AB03 AB60,AB03 AB60,2,2,1,http://sigla.phis.me/document/PH%203a/index-word.html
2204,CLINE_2204,PH 3A,[?] [?],,[?] [?],[?] [?],[?] [?],2,2,1,http://sigla.phis.me/document/PH%203a/index-word.html
2205,CLINE_2205,PH 3B,AB05,,AB05,AB05,AB05,1,1,1,http://sigla.phis.me/document/PH%203b/index-word.html
2206,CLINE_2206,PH 3B,AB41,,AB41,AB41,AB41,1,1,1,http://sigla.phis.me/document/PH%203b/index-word.html
2207,CLINE_2207,PH 6,A RI,,A RI,A RI,A RI,2,2,2,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2208,CLINE_2208,PH 6,AB08 AB53,,AB08 AB53,AB08 AB53,AB08 AB53,2,2,2,http://sigla.phis.me/document/PH%206/index-word.html
2209,CLINE_2209,PH 6,AB28 AB01 AB56 AB28 AB31 AB53,,AB28 AB01 AB56 AB28 AB31 AB53,AB28 AB01 AB56 AB28 AB31 AB53,AB28 AB01 AB56 AB28 AB31 AB53,6,6,1,http://sigla.phis.me/document/PH%206/index-word.html
2210,CLINE_2210,PH 6,AB28 AB06 AB54,,AB28 AB06 AB54,AB28 AB06 AB54,AB28 AB06 AB54,3,3,1,http://sigla.phis.me/document/PH%206/index-word.html
2211,CLINE_2211,PH 6,AB28 AB79 AB53 AB30 AB59,,AB28 AB79 AB53 AB30 AB59,AB28 AB79 AB53 AB30 AB59,AB28 AB79 AB53 AB30 AB59,5,5,1,http://sigla.phis.me/document/PH%206/index-word.html
2212,CLINE_2212,PH 6,I DA PA3 I SA RI,,I DA PA3 I SA RI,I DA PA3 I SA RI,I DA PA3 I SA RI,6,6,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2213,CLINE_2213,PH 6,I NA WA,,I NA WA,I NA WA,I NA WA,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2214,CLINE_2214,PH 6,I ZU RI NI TA,,I ZU RI NI TA,I ZU RI NI TA,I ZU RI NI TA,5,5,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2215,CLINE_2215,PH 7,]DA RA,,]DA RA,]DA RA,]DA RA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2216,CLINE_2216,PH 7,]DI PA JA[,,]DI PA JA[,]DI PA JA[,]DI PA JA[,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2217,CLINE_2217,PH 7,]JA RU MA NE[,,]JA RU MA NE[,]JA RU MA NE[,]JA RU MA NE[,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2218,CLINE_2218,PH 7,]JA SI DA RA,,]JA SI DA RA,]JA SI DA RA,]JA SI DA RA,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2219,CLINE_2219,PH 7,]U DI RI KI[,,]U DI RI KI[,]U DI RI KI[,]U DI RI KI[,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2220,CLINE_2220,PH 7A,AB07 AB03 AB57,,AB07 AB03 AB57,AB07 AB03 AB57,AB07 AB03 AB57,3,3,1,http://sigla.phis.me/document/PH%207a/index-word.html
2221,CLINE_2221,PH 7A,AB10 AB07 AB53 AB67,,AB10 AB07 AB53 AB67,AB10 AB07 AB53 AB67,AB10 AB07 AB53 AB67,4,4,1,http://sigla.phis.me/document/PH%207a/index-word.html
2222,CLINE_2222,PH 7A,AB57 AB26 AB80 AB24,,AB57 AB26 AB80 AB24,AB57 AB26 AB80 AB24,AB57 AB26 AB80 AB24,4,4,1,http://sigla.phis.me/document/PH%207a/index-word.html
2223,CLINE_2223,PH 7A,AB57 AB41 AB01 AB60,,AB57 AB41 AB01 AB60,AB57 AB41 AB01 AB60,AB57 AB41 AB01 AB60,4,4,1,http://sigla.phis.me/document/PH%207a/index-word.html
2224,CLINE_2224,PH 7B,AB01 AB60,,AB01 AB60,AB01 AB60,AB01 AB60,2,2,1,http://sigla.phis.me/document/PH%207b/index-word.html
2225,CLINE_2225,PH 7B,AB59,,AB59,AB59,AB59,1,1,1,http://sigla.phis.me/document/PH%207b/index-word.html
2226,CLINE_2226,PH 8,*418VAS L2,,*418VAS L2,*418VAS L2,*418VAS L2,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2227,CLINE_2227,PH 8,]*417VAS L2,,]*417VAS L2,]*417VAS L2,]*417VAS L2,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2228,CLINE_2228,PH 8,]VIR,,]VIR,]VIR,]VIR,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2229,CLINE_2229,PH 9,VAS VINA,,VAS VINA,VAS VINA,VAS VINA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2230,CLINE_2230,PH 9A,A317 AB78 A353,,A317 AB78 A353,A317 AB78 A353,A317 AB78 A353,3,3,1,http://sigla.phis.me/document/PH%209a/index-word.html
2231,CLINE_2231,PH WA 32,AB58 AB67 AB60 AB59,,AB58 AB67 AB60 AB59,AB58 AB67 AB60 AB59,AB58 AB67 AB60 AB59,4,4,1,http://sigla.phis.me/document/PH%20Wa%2032/index-word.html
2232,CLINE_2232,PH WC 37A,AB77 A314 AB41,,AB77 A314 AB41,AB77 A314 AB41,AB77 A314 AB41,3,3,1,http://sigla.phis.me/document/PH%20Wc%2037a/index-word.html
2233,CLINE_2233,PH WC 38,A314 AB59 AB80,,A314 AB59 AB80,A314 AB59 AB80,A314 AB59 AB80,3,3,1,http://sigla.phis.me/document/PH%20Wc%2038/index-word.html
2234,CLINE_2234,PH WC 39A,AB57 AB07,,AB57 AB07,AB57 AB07,AB57 AB07,2,2,1,http://sigla.phis.me/document/PH%20Wc%2039a/index-word.html
2235,CLINE_2235,PH WC 40A,A320 A320 AB80,,A320 A320 AB80,A320 A320 AB80,A320 A320 AB80,3,3,1,http://sigla.phis.me/document/PH%20Wc%2040a/index-word.html
2236,CLINE_2236,PH WC 45,[?] [?] [?],,[?] [?] [?],[?] [?] [?],[?] [?] [?],3,3,1,http://sigla.phis.me/document/PH%20Wc%2045/index-word.html
2237,CLINE_2237,PK 1,A DU ZA,,A DU ZA,A DU ZA,A DU ZA,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2238,CLINE_2238,PK 1,KA QA,,KA QA,KA QA,KA QA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2239,CLINE_2239,PK 1,MA KA I TA,,MA KA I TA,MA KA I TA,MA KA I TA,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2240,CLINE_2240,PK 1,MA TE TI,,MA TE TI,MA TE TI,MA TE TI,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2241,CLINE_2241,PK 1,MA TI ZA I TE,,MA TI ZA I TE,MA TI ZA I TE,MA TI ZA I TE,5,5,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2242,CLINE_2242,PK 1,NI MI,,NI MI,NI MI,NI MI,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2243,CLINE_2243,PK 1,O KA MI ZA SI I NA,,O KA MI ZA SI I NA,O KA MI ZA SI I NA,O KA MI ZA SI I NA,7,7,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2244,CLINE_2244,PK 1,O TE JA,,O TE JA,O TE JA,O TE JA,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2245,CLINE_2245,PK 1,RA NA TU SU,,RA NA TU SU,RA NA TU SU,RA NA TU SU,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2246,CLINE_2246,PK 1,SI NE TI,,SI NE TI,SI NE TI,SI NE TI,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2247,CLINE_2247,PK 1,TA2 TA RE,,TA2 TA RE,TA2 TA RE,TA2 TA RE,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2248,CLINE_2248,PK 1,TA2 TI TE,,TA2 TI TE,TA2 TI TE,TA2 TI TE,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2249,CLINE_2249,PK 1,TU SU,,TU SU,TU SU,TU SU,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2250,CLINE_2250,PK 3,DA RE,,DA RE,DA RE,DA RE,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2251,CLINE_2251,PS ZA 2,?? RE I KE,,?? RE I KE,?? RE I KE,?? RE I KE,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2252,CLINE_2252,PS ZA 2,AB27 AB28 AB44,,AB27 AB28 AB44,AB27 AB28 AB44,AB27 AB28 AB44,3,3,1,http://sigla.phis.me/document/PS%20Za%202/index-word.html
2253,CLINE_2253,PS ZA 2,AB57 AB31 AB31 AB60 AB13,,AB57 AB31 AB31 AB60 AB13,AB57 AB31 AB31 AB60 AB13,AB57 AB31 AB31 AB60 AB13,5,5,1,http://sigla.phis.me/document/PS%20Za%202/index-word.html
2254,CLINE_2254,PS ZA 2,AB57 AB37,,AB57 AB37,AB57 AB37,AB57 AB37,2,2,1,http://sigla.phis.me/document/PS%20Za%202/index-word.html
2255,CLINE_2255,PS ZA 2,AB59 AB06 AB28 A301 AB37,,AB59 AB06 AB28 A301 AB37,AB59 AB06 AB28 A301 AB37,AB59 AB06 AB28 A301 AB37,5,5,1,http://sigla.phis.me/document/PS%20Za%202/index-word.html
2256,CLINE_2256,PS ZA 2,RO VINA,,RO VINA,RO VINA,RO VINA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2257,CLINE_2257,PS ZA 2,TA NA I TI ? JA TI JA SA SA RA ME,,TA NA I TI ? JA TI JA SA SA RA ME,TA NA I TI ? JA TI JA SA SA RA ME,TA NA I TI ? JA TI JA SA SA RA ME,12,12,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2258,CLINE_2258,PS ZA 2,TI MA RU WI TE,,TI MA RU WI TE,TI MA RU WI TE,TI MA RU WI TE,5,5,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2259,CLINE_2259,PYR 1,AB37 AB80 AB26 AB40 AB04,,AB37 AB80 AB26 AB40 AB04,AB37 AB80 AB26 AB40 AB04,AB37 AB80 AB26 AB40 AB04,5,5,1,http://sigla.phis.me/document/PYR%201/index-word.html
2260,CLINE_2260,SY ZA 4,AB08 AB59 AB28 A301 AB54 AB57,,AB08 AB59 AB28 A301 AB54 AB57,AB08 AB59 AB28 A301 AB54 AB57,AB08 AB59 AB28 A301 AB54 AB57,6,6,1,http://sigla.phis.me/document/SY%20Za%204/index-word.html
2261,CLINE_2261,SY ZA 4,AB56 AB30 AB40,,AB56 AB30 AB40,AB56 AB30 AB40,AB56 AB30 AB40,3,3,1,http://sigla.phis.me/document/SY%20Za%204/index-word.html
2262,CLINE_2262,SY ZA 4,AB57 AB28 AB48 AB17,,AB57 AB28 AB48 AB17,AB57 AB28 AB48 AB17,AB57 AB28 AB48 AB17,4,4,1,http://sigla.phis.me/document/SY%20Za%204/index-word.html
2263,CLINE_2263,THE TABLET 4,]OVIS,,]OVIS,]OVIS,]OVIS,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2264,CLINE_2264,THE TABLET 5,TE ME DA I[,,TE ME DA I[,TE ME DA I[,TE ME DA I[,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2265,CLINE_2265,THE TABLET 6,]TELA SE,,]TELA SE,]TELA SE,]TELA SE,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2266,CLINE_2266,TY 2,*309A DA PU[,,*309A DA PU[,*309A DA PU[,*309A DA PU[,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2267,CLINE_2267,TY 2,*309A JU KI,,*309A JU KI,*309A JU KI,*309A JU KI,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2268,CLINE_2268,TY 2,*309A RI JU,,*309A RI JU,*309A RI JU,*309A RI JU,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2269,CLINE_2269,TY 2,*309A RI WA JU,,*309A RI WA JU,*309A RI WA JU,*309A RI WA JU,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2270,CLINE_2270,TY 2,*309B KI PU,,*309B KI PU,*309B KI PU,*309B KI PU,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2271,CLINE_2271,TY 2,*309B PU PI,,*309B PU PI,*309B PU PI,*309B PU PI,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2272,CLINE_2272,TY 2,*309B[,,*309B[,*309B[,*309B[,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2273,CLINE_2273,TY 2,*309C DA JU,,*309C DA JU,*309C DA JU,*309C DA JU,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2274,CLINE_2274,TY 2,*309C RU KA,,*309C RU KA,*309C RU KA,*309C RU KA,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2275,CLINE_2275,TY 2,A309A AB65? AB67,,A309A AB65? AB67,A309A AB65? AB67,A309A AB65? AB67,3,3,1,http://sigla.phis.me/document/TY%202/index-word.html
2276,CLINE_2276,TY 2,A309A [?],,A309A [?],A309A [?],A309A [?],2,2,1,http://sigla.phis.me/document/TY%202/index-word.html
2277,CLINE_2277,TY 2,A309A? AB53 AB65?,,A309A? AB53 AB65?,A309A? AB53 AB65?,A309A? AB53 AB65?,3,3,1,http://sigla.phis.me/document/TY%202/index-word.html
2278,CLINE_2278,TY 2,A309A? [?],,A309A? [?],A309A? [?],A309A? [?],2,2,1,http://sigla.phis.me/document/TY%202/index-word.html
2279,CLINE_2279,TY 2,A309A? [?] AB01 AB50,,A309A? [?] AB01 AB50,A309A? [?] AB01 AB50,A309A? [?] AB01 AB50,4,4,1,http://sigla.phis.me/document/TY%202/index-word.html
2280,CLINE_2280,TY 2,A309B,,A309B,A309B,A309B,1,1,1,http://sigla.phis.me/document/TY%202/index-word.html
2281,CLINE_2281,TY 2,A309B AB53? AB65? [?],,A309B AB53? AB65? [?],A309B AB53? AB65? [?],A309B AB53? AB65? [?],4,4,1,http://sigla.phis.me/document/TY%202/index-word.html
2282,CLINE_2282,TY 2,A309B AB53? [?] AB54 AB65?,,A309B AB53? [?] AB54 AB65?,A309B AB53? [?] AB54 AB65?,A309B AB53? [?] AB54 AB65?,5,5,1,http://sigla.phis.me/document/TY%202/index-word.html
2283,CLINE_2283,TY 2,A309B [?] AB34? AB50 AB39,,A309B [?] AB34? AB50 AB39,A309B [?] AB34? AB50 AB39,A309B [?] AB34? AB50 AB39,5,5,1,http://sigla.phis.me/document/TY%202/index-word.html
2284,CLINE_2284,TY 2,A309B [?] AB67 AB50,,A309B [?] AB67 AB50,A309B [?] AB67 AB50,A309B [?] AB67 AB50,4,4,1,http://sigla.phis.me/document/TY%202/index-word.html
2285,CLINE_2285,TY 2,A309C AB53? AB01 [?] AB65?,,A309C AB53? AB01 [?] AB65?,A309C AB53? AB01 [?] AB65?,A309C AB53? AB01 [?] AB65?,5,5,1,http://sigla.phis.me/document/TY%202/index-word.html
2286,CLINE_2286,TY 2,A309C AB53? AB77 AB26,,A309C AB53? AB77 AB26,A309C AB53? AB77 AB26,A309C AB53? AB77 AB26,4,4,1,http://sigla.phis.me/document/TY%202/index-word.html
2287,CLINE_2287,TY 2,AB03 AB01 AB26,,AB03 AB01 AB26,AB03 AB01 AB26,AB03 AB01 AB26,3,3,1,http://sigla.phis.me/document/TY%202/index-word.html
2288,CLINE_2288,TY 2,PA DA RU,,PA DA RU,PA DA RU,PA DA RU,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2289,CLINE_2289,TY 2,VIR,,VIR,VIR,VIR,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2290,CLINE_2290,TY 2,]*309B RI JU,,]*309B RI JU,]*309B RI JU,]*309B RI JU,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2291,CLINE_2291,TY 3,A DA,,A DA,A DA,A DA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2292,CLINE_2292,TY 3,A KU TU,,A KU TU,A KU TU,A KU TU,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2293,CLINE_2293,TY 3,DESUNT,,DESUNT,DESUNT,DESUNT,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2294,CLINE_2294,TY 3,KI RI SI,,KI RI SI,KI RI SI,KI RI SI,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2295,CLINE_2295,TY 3,OLE KI,,OLE KI,OLE KI,OLE KI,2,2,3,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2296,CLINE_2296,TY 3,OLE KI ME,,OLE KI ME,OLE KI ME,OLE KI ME,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2297,CLINE_2297,TY 3,OLE KI U,,OLE KI U,OLE KI U,OLE KI U,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2298,CLINE_2298,TY 3,OLE MI,,OLE MI,OLE MI,OLE MI,2,2,3,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2299,CLINE_2299,TY 3,OLE MI[,,OLE MI[,OLE MI[,OLE MI[,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2300,CLINE_2300,TY 3,OLE OVISF,,OLE OVISF,OLE OVISF,OLE OVISF,2,2,2,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2301,CLINE_2301,TY 3,OLE TU,,OLE TU,OLE TU,OLE TU,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2302,CLINE_2302,TY 3,OLE U,,OLE U,OLE U,OLE U,2,2,3,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2303,CLINE_2303,TY 3,PA OLE MI[,,PA OLE MI[,PA OLE MI[,PA OLE MI[,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2304,CLINE_2304,TY 3,PI KU ZU,,PI KU ZU,PI KU ZU,PI KU ZU,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2305,CLINE_2305,TY 3,]KO A DU WA,,]KO A DU WA,]KO A DU WA,]KO A DU WA,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2306,CLINE_2306,TY 3,]OLE NE,,]OLE NE,]OLE NE,]OLE NE,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2307,CLINE_2307,TY 3,]OLIV[,,]OLIV[,]OLIV[,]OLIV[,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2308,CLINE_2308,TY 3A,AB08 AB01,,AB08 AB01,AB08 AB01,AB08 AB01,2,2,1,http://sigla.phis.me/document/TY%203a/index-word.html
2309,CLINE_2309,TY 3A,AB08 AB51 [?] [?],,AB08 AB51 [?] [?],AB08 AB51 [?] [?],AB08 AB51 [?] [?],4,4,1,http://sigla.phis.me/document/TY%203a/index-word.html
2310,CLINE_2310,TY 3A,AB08 AB81 AB69 A361,,AB08 AB81 AB69 A361,AB08 AB81 AB69 A361,AB08 AB81 AB69 A361,4,4,1,http://sigla.phis.me/document/TY%203a/index-word.html
2311,CLINE_2311,TY 3A,AB17 A321,,AB17 A321,AB17 A321,AB17 A321,2,2,1,http://sigla.phis.me/document/TY%203a/index-word.html
2312,CLINE_2312,TY 3A,AB70 AB08 AB51 AB54,,AB70 AB08 AB51 AB54,AB70 AB08 AB51 AB54,AB70 AB08 AB51 AB54,4,4,1,http://sigla.phis.me/document/TY%203a/index-word.html
2313,CLINE_2313,TY 3B,AB03 AB73,,AB03 AB73,AB03 AB73,AB03 AB73,2,2,1,http://sigla.phis.me/document/TY%203b/index-word.html
2314,CLINE_2314,TY 3B,AB39 AB81 AB79,,AB39 AB81 AB79,AB39 AB81 AB79,AB39 AB81 AB79,3,3,1,http://sigla.phis.me/document/TY%203b/index-word.html
2315,CLINE_2315,TY 3B,AB67 AB53 AB41,,AB67 AB53 AB41,AB67 AB53 AB41,AB67 AB53 AB41,3,3,1,http://sigla.phis.me/document/TY%203b/index-word.html
2316,CLINE_2316,ZA 1,E MI,,E MI,E MI,E MI,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2317,CLINE_2317,ZA 1,FIC,,FIC,FIC,FIC,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2318,CLINE_2318,ZA 1,GRA,,GRA,GRA,GRA,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2319,CLINE_2319,ZA 1,I [?],,I [?],I [?],I [?],2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2320,CLINE_2320,ZA 1,KI RE ZA,,KI RE ZA,KI RE ZA,KI RE ZA,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2321,CLINE_2321,ZA 10,A DE,,A DE,A DE,A DE,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2322,CLINE_2322,ZA 10,A DU KU MI NA,,A DU KU MI NA,A DU KU MI NA,A DU KU MI NA,5,5,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2323,CLINE_2323,ZA 10,A KU MI NA,,A KU MI NA,A KU MI NA,A KU MI NA,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2324,CLINE_2324,ZA 10,A MI DA U,,A MI DA U,A MI DA U,A MI DA U,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2325,CLINE_2325,ZA 10,A MI TA,,A MI TA,A MI TA,A MI TA,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
