entry_id,canonical_line_id,artifact_id,sequence_surface,quantity,signs_raw,signs_canonical,groups_raw,sign_count,group_count,source_count,provenance_tags
2326,CLINE_2326,ZA 10,A TA NA TE,,A TA NA TE,A TA NA TE,A TA NA TE,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2327,CLINE_2327,ZA 10,DA I PI TA,,DA I PI TA,DA I PI TA,DA I PI TA,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2328,CLINE_2328,ZA 10,DU RE ZA SE,,DU RE ZA SE,DU RE ZA SE,DU RE ZA SE,4,4,2,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2329,CLINE_2329,ZA 10,KA KU NE TE,,KA KU NE TE,KA KU NE TE,KA KU NE TE,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2330,CLINE_2330,ZA 10,MA KI DE TE,,MA KI DE TE,MA KI DE TE,MA KI DE TE,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2331,CLINE_2331,ZA 10,MA ZA,,MA ZA,MA ZA,MA ZA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2332,CLINE_2332,ZA 10,PA JA RE,,PA JA RE,PA JA RE,PA JA RE,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2333,CLINE_2333,ZA 10,PA [?],,PA [?],PA [?],PA [?],2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2334,CLINE_2334,ZA 10,RA2 RO RE,,RA2 RO RE,RA2 RO RE,RA2 RO RE,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2335,CLINE_2335,ZA 10,SA MA,,SA MA,SA MA,SA MA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2336,CLINE_2336,ZA 10,TA NA TE,,TA NA TE,TA NA TE,TA NA TE,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2337,CLINE_2337,ZA 10,VINB,,VINB,VINB,VINB,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2338,CLINE_2338,ZA 10A,AB01 AB28 AB39 AB59,,AB01 AB28 AB39 AB59,AB01 AB28 AB39 AB59,AB01 AB28 AB39 AB59,4,4,1,http://sigla.phis.me/document/ZA%2010a/index-word.html
2339,CLINE_2339,ZA 10A,AB08 AB51 AB81 AB73 AB06,,AB08 AB51 AB81 AB73 AB06,AB08 AB51 AB81 AB73 AB06,AB08 AB51 AB81 AB73 AB06,5,5,1,http://sigla.phis.me/document/ZA%2010a/index-word.html
2340,CLINE_2340,ZA 10A,AB08 AB59 AB06 AB04,,AB08 AB59 AB06 AB04,AB08 AB59 AB06 AB04,AB08 AB59 AB06 AB04,4,4,1,http://sigla.phis.me/document/ZA%2010a/index-word.html
2341,CLINE_2341,ZA 10A,AB08 AB73 AB01 AB10,,AB08 AB73 AB01 AB10,AB08 AB73 AB01 AB10,AB08 AB73 AB01 AB10,4,4,1,http://sigla.phis.me/document/ZA%2010a/index-word.html
2342,CLINE_2342,ZA 10A,AB08 AB81 AB73 AB06,,AB08 AB81 AB73 AB06,AB08 AB81 AB73 AB06,AB08 AB81 AB73 AB06,4,4,1,http://sigla.phis.me/document/ZA%2010a/index-word.html
2343,CLINE_2343,ZA 10A,AB51 AB27 AB17 AB09,,AB51 AB27 AB17 AB09,AB51 AB27 AB17 AB09,AB51 AB27 AB17 AB09,4,4,1,http://sigla.phis.me/document/ZA%2010a/index-word.html
2344,CLINE_2344,ZA 10A,AB59 AB06 AB04,,AB59 AB06 AB04,AB59 AB06 AB04,AB59 AB06 AB04,3,3,1,http://sigla.phis.me/document/ZA%2010a/index-word.html
2345,CLINE_2345,ZA 10B,AB03 AB57 AB27,,AB03 AB57 AB27,AB03 AB57 AB27,AB03 AB57 AB27,3,3,1,http://sigla.phis.me/document/ZA%2010b/index-word.html
2346,CLINE_2346,ZA 10B,AB08 AB45,,AB08 AB45,AB08 AB45,AB08 AB45,2,2,1,http://sigla.phis.me/document/ZA%2010b/index-word.html
2347,CLINE_2347,ZA 10B,AB08 AB73 AB59,,AB08 AB73 AB59,AB08 AB73 AB59,AB08 AB73 AB59,3,3,1,http://sigla.phis.me/document/ZA%2010b/index-word.html
2348,CLINE_2348,ZA 10B,AB10 AB49,,AB10 AB49,AB10 AB49,AB10 AB49,2,2,1,http://sigla.phis.me/document/ZA%2010b/index-word.html
2349,CLINE_2349,ZA 10B,AB31 AB80,,AB31 AB80,AB31 AB80,AB31 AB80,2,2,1,http://sigla.phis.me/document/ZA%2010b/index-word.html
2350,CLINE_2350,ZA 10B,AB51 AB27 AB17 AB09,,AB51 AB27 AB17 AB09,AB51 AB27 AB17 AB09,AB51 AB27 AB17 AB09,4,4,1,http://sigla.phis.me/document/ZA%2010b/index-word.html
2351,CLINE_2351,ZA 10B,AB54 A362,,AB54 A362,AB54 A362,AB54 A362,2,2,1,http://sigla.phis.me/document/ZA%2010b/index-word.html
2352,CLINE_2352,ZA 10B,AB76 AB02 AB27,,AB76 AB02 AB27,AB76 AB02 AB27,AB76 AB02 AB27,3,3,1,http://sigla.phis.me/document/ZA%2010b/index-word.html
2353,CLINE_2353,ZA 10B,AB77 AB81 AB24 AB04,,AB77 AB81 AB24 AB04,AB77 AB81 AB24 AB04,AB77 AB81 AB24 AB04,4,4,1,http://sigla.phis.me/document/ZA%2010b/index-word.html
2354,CLINE_2354,ZA 10B,AB80 AB17,,AB80 AB17,AB80 AB17,AB80 AB17,2,2,1,http://sigla.phis.me/document/ZA%2010b/index-word.html
2355,CLINE_2355,ZA 10B,AB80 AB67 AB45 AB04,,AB80 AB67 AB45 AB04,AB80 AB67 AB45 AB04,AB80 AB67 AB45 AB04,4,4,1,http://sigla.phis.me/document/ZA%2010b/index-word.html
2356,CLINE_2356,ZA 11,DI DI KO RA ME[ ]TA2,,DI DI KO RA ME[ ]TA2,DI DI KO RA ME[ ]TA2,DI DI KO RA ME[ ]TA2,6,6,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2357,CLINE_2357,ZA 11,E TO RI,,E TO RI,E TO RI,E TO RI,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2358,CLINE_2358,ZA 11,GRA PA,,GRA PA,GRA PA,GRA PA,2,2,3,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2359,CLINE_2359,ZA 11,GRA PA[,,GRA PA[,GRA PA[,GRA PA[,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2360,CLINE_2360,ZA 11,I OLIV,,I OLIV,I OLIV,I OLIV,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2361,CLINE_2361,ZA 11,I [?],,I [?],I [?],I [?],2,2,2,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2362,CLINE_2362,ZA 11,KU PA,,KU PA,KU PA,KU PA,2,2,2,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2363,CLINE_2363,ZA 11,PI A[,,PI A[,PI A[,PI A[,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2364,CLINE_2364,ZA 11,QE GRA PA,,QE GRA PA,QE GRA PA,QE GRA PA,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2365,CLINE_2365,ZA 11,RA MA SI,,RA MA SI,RA MA SI,RA MA SI,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2366,CLINE_2366,ZA 11,SA RI,,SA RI,SA RI,SA RI,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2367,CLINE_2367,ZA 11,VINA,,VINA,VINA,VINA,1,1,2,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2368,CLINE_2368,ZA 11,]E KU RU,,]E KU RU,]E KU RU,]E KU RU,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2369,CLINE_2369,ZA 11,]I DE[,,]I DE[,]I DE[,]I DE[,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2370,CLINE_2370,ZA 11,]OLIV,,]OLIV,]OLIV,]OLIV,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2371,CLINE_2371,ZA 11A,AB07 AB07 AB70 AB60 AB13 AB66,,AB07 AB07 AB70 AB60 AB13 AB66,AB07 AB07 AB70 AB60 AB13 AB66,AB07 AB07 AB70 AB60 AB13 AB66,6,6,1,http://sigla.phis.me/document/ZA%2011a/index-word.html
2372,CLINE_2372,ZA 11A,AB38 AB81 AB26,,AB38 AB81 AB26,AB38 AB81 AB26,AB38 AB81 AB26,3,3,1,http://sigla.phis.me/document/ZA%2011a/index-word.html
2373,CLINE_2373,ZA 11A,AB39 A310 AB08,,AB39 A310 AB08,AB39 A310 AB08,AB39 A310 AB08,3,3,1,http://sigla.phis.me/document/ZA%2011a/index-word.html
2374,CLINE_2374,ZA 11A,AB60 AB80 AB41,,AB60 AB80 AB41,AB60 AB80 AB41,AB60 AB80 AB41,3,3,1,http://sigla.phis.me/document/ZA%2011a/index-word.html
2375,CLINE_2375,ZA 11A,AB81 AB03,,AB81 AB03,AB81 AB03,AB81 AB03,2,2,1,http://sigla.phis.me/document/ZA%2011a/index-word.html
2376,CLINE_2376,ZA 11B,AB28 AB45,,AB28 AB45,AB28 AB45,AB28 AB45,2,2,1,http://sigla.phis.me/document/ZA%2011b/index-word.html
2377,CLINE_2377,ZA 11B,AB31 A301 AB53,,AB31 A301 AB53,AB31 A301 AB53,AB31 A301 AB53,3,3,1,http://sigla.phis.me/document/ZA%2011b/index-word.html
2378,CLINE_2378,ZA 11B,AB38 AB05 AB53,,AB38 AB05 AB53,AB38 AB05 AB53,AB38 AB05 AB53,3,3,1,http://sigla.phis.me/document/ZA%2011b/index-word.html
2379,CLINE_2379,ZA 11B,AB81 AB03,,AB81 AB03,AB81 AB03,AB81 AB03,2,2,1,http://sigla.phis.me/document/ZA%2011b/index-word.html
2380,CLINE_2380,ZA 12,PA [?],,PA [?],PA [?],PA [?],2,2,2,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2381,CLINE_2381,ZA 13,[?] AB58 AB03,,[?] AB58 AB03,[?] AB58 AB03,[?] AB58 AB03,3,3,1,http://sigla.phis.me/document/ZA%2013/index-word.html
2382,CLINE_2382,ZA 14,AB03 AB55 AB78,,AB03 AB55 AB78,AB03 AB55 AB78,AB03 AB55 AB78,3,3,1,http://sigla.phis.me/document/ZA%2014/index-word.html
2383,CLINE_2383,ZA 14,AB13 AB67 AB07,,AB13 AB67 AB07,AB13 AB67 AB07,AB13 AB67 AB07,3,3,1,http://sigla.phis.me/document/ZA%2014/index-word.html
2384,CLINE_2384,ZA 14,AB16 AB37 AB65,,AB16 AB37 AB65,AB16 AB37 AB65,AB16 AB37 AB65,3,3,1,http://sigla.phis.me/document/ZA%2014/index-word.html
2385,CLINE_2385,ZA 14,AB21F AB118,,AB21F AB118,AB21F AB118,AB21F AB118,2,2,1,http://sigla.phis.me/document/ZA%2014/index-word.html
2386,CLINE_2386,ZA 14,AB50 AB30 AB77 A363,,AB50 AB30 AB77 A363,AB50 AB30 AB77 A363,AB50 AB30 AB77 A363,4,4,1,http://sigla.phis.me/document/ZA%2014/index-word.html
2387,CLINE_2387,ZA 14,AB57 AB40,,AB57 AB40,AB57 AB40,AB57 AB40,2,2,1,http://sigla.phis.me/document/ZA%2014/index-word.html
2388,CLINE_2388,ZA 14,AB69 AB73 AB37 AB17 AB09,,AB69 AB73 AB37 AB17 AB09,AB69 AB73 AB37 AB17 AB09,AB69 AB73 AB37 AB17 AB09,5,5,1,http://sigla.phis.me/document/ZA%2014/index-word.html
2389,CLINE_2389,ZA 14,AB81 AB39,,AB81 AB39,AB81 AB39,AB81 AB39,2,2,1,http://sigla.phis.me/document/ZA%2014/index-word.html
2390,CLINE_2390,ZA 14,JA WI[,,JA WI[,JA WI[,JA WI[,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2391,CLINE_2391,ZA 14,KU PI,,KU PI,KU PI,KU PI,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2392,CLINE_2392,ZA 14,ME KI DI,,ME KI DI,ME KI DI,ME KI DI,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2393,CLINE_2393,ZA 14,PA NU QE,,PA NU QE,PA NU QE,PA NU QE,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2394,CLINE_2394,ZA 14,PU NI KA SO,,PU NI KA SO,PU NI KA SO,PU NI KA SO,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2395,CLINE_2395,ZA 14,QA TI JU,,QA TI JU,QA TI JU,QA TI JU,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2396,CLINE_2396,ZA 14,TU MI TI ZA SE,,TU MI TI ZA SE,TU MI TI ZA SE,TU MI TI ZA SE,5,5,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2397,CLINE_2397,ZA 15,I TI NI SA,,I TI NI SA,I TI NI SA,I TI NI SA,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2398,CLINE_2398,ZA 15,IB NU MA RE,,IB NU MA RE,IB NU MA RE,IB NU MA RE,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2399,CLINE_2399,ZA 15,JA SA MU,,JA SA MU,JA SA MU,JA SA MU,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2400,CLINE_2400,ZA 15,KA DI,,KA DI,KA DI,KA DI,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2401,CLINE_2401,ZA 15,KU NA,,KU NA,KU NA,KU NA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2402,CLINE_2402,ZA 15,KU RO,,KU RO,KU RO,KU RO,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2403,CLINE_2403,ZA 15,ME VINA,,ME VINA,ME VINA,ME VINA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2404,CLINE_2404,ZA 15,MI ZA SE,,MI ZA SE,MI ZA SE,MI ZA SE,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2405,CLINE_2405,ZA 15,QE SI ZU E,,QE SI ZU E,QE SI ZU E,QE SI ZU E,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2406,CLINE_2406,ZA 15,SA MI DA E,,SA MI DA E,SA MI DA E,SA MI DA E,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2407,CLINE_2407,ZA 15,SA VINA,,SA VINA,SA VINA,SA VINA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2408,CLINE_2408,ZA 15,SI PI KI,,SI PI KI,SI PI KI,SI PI KI,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2409,CLINE_2409,ZA 15,SO KE MA SE,,SO KE MA SE,SO KE MA SE,SO KE MA SE,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2410,CLINE_2410,ZA 15,VINA,,VINA,VINA,VINA,1,1,2,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2411,CLINE_2411,ZA 15,VINA RA,,VINA RA,VINA RA,VINA RA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2412,CLINE_2412,ZA 15A,A364 AB44 AB80 AB09,,A364 AB44 AB80 AB09,A364 AB44 AB80 AB09,A364 AB44 AB80 AB09,4,4,1,http://sigla.phis.me/document/ZA%2015a/index-word.html
2413,CLINE_2413,ZA 15A,AB28 AB37 AB30 AB31,,AB28 AB37 AB30 AB31,AB28 AB37 AB30 AB31,AB28 AB37 AB30 AB31,4,4,1,http://sigla.phis.me/document/ZA%2015a/index-word.html
2414,CLINE_2414,ZA 15A,AB28B AB55 AB80 AB27,,AB28B AB55 AB80 AB27,AB28B AB55 AB80 AB27,AB28B AB55 AB80 AB27,4,4,1,http://sigla.phis.me/document/ZA%2015a/index-word.html
2415,CLINE_2415,ZA 15A,AB41 [?] AB67,,AB41 [?] AB67,AB41 [?] AB67,AB41 [?] AB67,3,3,1,http://sigla.phis.me/document/ZA%2015a/index-word.html
2416,CLINE_2416,ZA 15A,AB47 AB81 AB06,,AB47 AB81 AB06,AB47 AB81 AB06,AB47 AB81 AB06,3,3,1,http://sigla.phis.me/document/ZA%2015a/index-word.html
2417,CLINE_2417,ZA 15A,AB57 AB31 AB23,,AB57 AB31 AB23,AB57 AB31 AB23,AB57 AB31 AB23,3,3,1,http://sigla.phis.me/document/ZA%2015a/index-word.html
2418,CLINE_2418,ZA 15A,AB73 AB01 AB38,,AB73 AB01 AB38,AB73 AB01 AB38,AB73 AB01 AB38,3,3,1,http://sigla.phis.me/document/ZA%2015a/index-word.html
2419,CLINE_2419,ZA 15A,AB73 AB17 AB09,,AB73 AB17 AB09,AB73 AB17 AB09,AB73 AB17 AB09,3,3,1,http://sigla.phis.me/document/ZA%2015a/index-word.html
2420,CLINE_2420,ZA 15A,AB78 AB41 AB79 AB38,,AB78 AB41 AB79 AB38,AB78 AB41 AB79 AB38,AB78 AB41 AB79 AB38,4,4,1,http://sigla.phis.me/document/ZA%2015a/index-word.html
2421,CLINE_2421,ZA 15B,AB77 AB07,,AB77 AB07,AB77 AB07,AB77 AB07,2,2,1,http://sigla.phis.me/document/ZA%2015b/index-word.html
2422,CLINE_2422,ZA 15B,AB81 AB02,,AB81 AB02,AB81 AB02,AB81 AB02,2,2,1,http://sigla.phis.me/document/ZA%2015b/index-word.html
2423,CLINE_2423,ZA 16,DESUNT,,DESUNT,DESUNT,DESUNT,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2424,CLINE_2424,ZA 16,[?] AB41,,[?] AB41,[?] AB41,[?] AB41,2,2,1,http://sigla.phis.me/document/ZA%2016/index-word.html
2425,CLINE_2425,ZA 18,DA RE KU[,,DA RE KU[,DA RE KU[,DA RE KU[,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2426,CLINE_2426,ZA 18,GRA PA,,GRA PA,GRA PA,GRA PA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2427,CLINE_2427,ZA 18,OLE KI,,OLE KI,OLE KI,OLE KI,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2428,CLINE_2428,ZA 18,OLIV,,OLIV,OLIV,OLIV,1,1,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2429,CLINE_2429,ZA 18A,AB01 AB27 AB81,,AB01 AB27 AB81,AB01 AB27 AB81,AB01 AB27 AB81,3,3,1,http://sigla.phis.me/document/ZA%2018a/index-word.html
2430,CLINE_2430,ZA 18A,AB81 A321,,AB81 A321,AB81 A321,AB81 A321,2,2,1,http://sigla.phis.me/document/ZA%2018a/index-word.html
2431,CLINE_2431,ZA 19,AB60 AB04 [?],,AB60 AB04 [?],AB60 AB04 [?],AB60 AB04 [?],3,3,1,http://sigla.phis.me/document/ZA%2019/index-word.html
2432,CLINE_2432,ZA 19,]RA TE,,]RA TE,]RA TE,]RA TE,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2433,CLINE_2433,ZA 1A,AB67 AB27 AB17,,AB67 AB27 AB17,AB67 AB27 AB17,AB67 AB27 AB17,3,3,1,http://sigla.phis.me/document/ZA%201a/index-word.html
2434,CLINE_2434,ZA 1B,AB02,,AB02,AB02,AB02,1,1,1,http://sigla.phis.me/document/ZA%201b/index-word.html
2435,CLINE_2435,ZA 1B,AB38 AB73 [?],,AB38 AB73 [?],AB38 AB73 [?],AB38 AB73 [?],3,3,1,http://sigla.phis.me/document/ZA%201b/index-word.html
2436,CLINE_2436,ZA 20,AB04 AB123,,AB04 AB123,AB04 AB123,AB04 AB123,2,2,1,http://sigla.phis.me/document/ZA%2020/index-word.html
2437,CLINE_2437,ZA 20,AB26 AB80 AB59 AB09,,AB26 AB80 AB59 AB09,AB26 AB80 AB59 AB09,AB26 AB80 AB59 AB09,4,4,1,http://sigla.phis.me/document/ZA%2020/index-word.html
2438,CLINE_2438,ZA 20,AB41 AB04 AB69,,AB41 AB04 AB69,AB41 AB04 AB69,AB41 AB04 AB69,3,3,1,http://sigla.phis.me/document/ZA%2020/index-word.html
2439,CLINE_2439,ZA 20,AB41 AB69,,AB41 AB69,AB41 AB69,AB41 AB69,2,2,1,http://sigla.phis.me/document/ZA%2020/index-word.html
2440,CLINE_2440,ZA 20,AB51 AB27 AB17 AB09,,AB51 AB27 AB17 AB09,AB51 AB27 AB17 AB09,AB51 AB27 AB17 AB09,4,4,1,http://sigla.phis.me/document/ZA%2020/index-word.html
2441,CLINE_2441,ZA 20,AB73 [?] [?],,AB73 [?] [?],AB73 [?] [?],AB73 [?] [?],3,3,1,http://sigla.phis.me/document/ZA%2020/index-word.html
2442,CLINE_2442,ZA 20,AB81 AB60,,AB81 AB60,AB81 AB60,AB81 AB60,2,2,1,http://sigla.phis.me/document/ZA%2020/index-word.html
2443,CLINE_2443,ZA 20,KU RA,,KU RA,KU RA,KU RA,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2444,CLINE_2444,ZA 20,RU MA TA SE,,RU MA TA SE,RU MA TA SE,RU MA TA SE,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2445,CLINE_2445,ZA 20,SI TE TU,,SI TE TU,SI TE TU,SI TE TU,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2446,CLINE_2446,ZA 20,SI TU,,SI TU,SI TU,SI TU,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2447,CLINE_2447,ZA 20,]DU RE ZA SE,,]DU RE ZA SE,]DU RE ZA SE,]DU RE ZA SE,4,4,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2448,CLINE_2448,ZA 21,I DA[,,I DA[,I DA[,I DA[,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2449,CLINE_2449,ZA 21,SA RI,,SA RI,SA RI,SA RI,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2450,CLINE_2450,ZA 21,TA KE,,TA KE,TA KE,TA KE,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2451,CLINE_2451,ZA 21,TA MA PI,,TA MA PI,TA MA PI,TA MA PI,3,3,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2452,CLINE_2452,ZA 21,]PA [?],,]PA [?],]PA [?],]PA [?],2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2453,CLINE_2453,ZA 21,]PI MU,,]PI MU,]PI MU,]PI MU,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
2454,CLINE_2454,ZA 21A,AB03,,AB03,AB03,AB03,1,1,1,http://sigla.phis.me/document/ZA%2021a/index-word.html
2455,CLINE_2455,ZA 21A,AB04,,AB04,AB04,AB04,1,1,1,http://sigla.phis.me/document/ZA%2021a/index-word.html
2456,CLINE_2456,ZA 21A,AB08,,AB08,AB08,AB08,1,1,1,http://sigla.phis.me/document/ZA%2021a/index-word.html
2457,CLINE_2457,ZA 21A,AB118 AB73,,AB118 AB73,AB118 AB73,AB118 AB73,2,2,1,http://sigla.phis.me/document/ZA%2021a/index-word.html
2458,CLINE_2458,ZA 21A,AB39 AB23,,AB39 AB23,AB39 AB23,AB39 AB23,2,2,1,http://sigla.phis.me/document/ZA%2021a/index-word.html
2459,CLINE_2459,ZA 21A,AB59 AB44,,AB59 AB44,AB59 AB44,AB59 AB44,2,2,1,http://sigla.phis.me/document/ZA%2021a/index-word.html
2460,CLINE_2460,ZA 21A,AB59 AB80 AB39,,AB59 AB80 AB39,AB59 AB80 AB39,AB59 AB80 AB39,3,3,1,http://sigla.phis.me/document/ZA%2021a/index-word.html
2461,CLINE_2461,ZA 21A,AB80,,AB80,AB80,AB80,1,1,1,http://sigla.phis.me/document/ZA%2021a/index-word.html
2462,CLINE_2462,ZA 21A,[?] AB13,,[?] AB13,[?] AB13,[?] AB13,2,2,1,http://sigla.phis.me/document/ZA%2021a/index-word.html
2463,CLINE_2463,ZA 21B,AB13,,AB13,AB13,AB13,1,1,1,http://sigla.phis.me/document/ZA%2021b/index-word.html
2464,CLINE_2464,ZA 21B,AB28 AB01,,AB28 AB01,AB28 AB01,AB28 AB01,2,2,1,http://sigla.phis.me/document/ZA%2021b/index-word.html
2465,CLINE_2465,ZA 21B,AB31 AB53,,AB31 AB53,AB31 AB53,AB31 AB53,2,2,1,http://sigla.phis.me/document/ZA%2021b/index-word.html
2466,CLINE_2466,ZA 21B,AB67,,AB67,AB67,AB67,1,1,1,http://sigla.phis.me/document/ZA%2021b/index-word.html
2467,CLINE_2467,ZA 22,AB51 AB65,,AB51 AB65,AB51 AB65,AB51 AB65,2,2,1,http://sigla.phis.me/document/ZA%2022/index-word.html
2468,CLINE_2468,ZA 22,AB60,,AB60,AB60,AB60,1,1,1,http://sigla.phis.me/document/ZA%2022/index-word.html
2469,CLINE_2469,ZA 22,DU JU,,DU JU,DU JU,DU JU,2,2,1,https://web.archive.org/web/20190416192926/http://www.people.ku.edu/~jyounger/LinearA/misctexts.html
